tweets,likes,time,source,retweets,tweet_length,zitat
"Nico Elvedi fehlt weiterhin aufgrund eines Magen-Darm-Infekts, Manu Koné ist gelbgesperrt. 
Auch Jonas Hofmann, Jordan Beyer, Tony Jantschke und Mamadou Doucouré stehen weiterhin nicht zur Verfügung. #Bundesliga #TSGBMG https://t.co/YomychA0ks",43,2021-12-18 13:37:27+00:00,Twitter Web App,3,243,0
"💚 Mit dieser #FohlenElf geht's ins letzte @Bundesliga_DE-Spiel des Jahres  👇

#Bundesliga #TSGBMG https://t.co/TnkACLuO6H",214,2021-12-18 13:31:11+00:00,Twitter Web App,21,121,0
"Hallo aus Sinsheim 👋

#Bundesliga #TSGBMG https://t.co/blMnthTeGx",81,2021-12-18 13:11:22+00:00,Twitter for iPhone,1,65,0
"Ein letztes Mal in diesem Jahr ⚫️⚪️🟢

📍 PreZero Arena
⏰ 15:30 Uhr
🆚 @tsghoffenheim 
📱 Infos &amp; Live-Ticker: FohlenApp
📻 @Bitburger FohlenRadio ab 15:25 Uhr https://t.co/A1OOs6DrcL",108,2021-12-18 10:00:01+00:00,Twitter Web App,3,182,1
😞 Du bleibst unvergessen. Heute wäre Hans-Jörg Criens 61 Jahre alt geworden. 🃏 https://t.co/oFGgZwF0Uv,318,2021-12-18 08:00:00+00:00,Twitter Web App,7,102,0
"Alle 3 sind schön, doch welches ist das schönste Tor gegen die TSG Hoffenheim? 🤔⚽️

1️⃣ Flaco
2️⃣ @MarcusThuram  
3️⃣ @tonyjantschke https://t.co/l7z8HwEZYq",92,2021-12-17 15:53:03+00:00,Twitter Web App,2,156,0
"Mit dem FC Bayern, Borussia Dortmund, Bayer Leverkusen und dem VfL Wolfsburg sind nur vier Teams aktuell noch länger am Stück dabei. 

Weitere Zahlen und Fakten zur Partie 👇",74,2021-12-17 14:49:51+00:00,Twitter for Advertisers,2,173,0
Das Spiel gegen den FC Augsburg findet natürlich im BORUSSIA-PARK statt.,39,2021-12-17 12:29:11+00:00,Twitter Web App,1,72,0
🗓 Die @DFL_Official hat die Spieltage 22 - 27 zeitgenau angesetzt 👇 https://t.co/7klPS6HPob,103,2021-12-17 12:15:00+00:00,Twitter Web App,5,91,0
ℹ️ Aufgrund der am heutigen Freitag stattfindenden Trauerfeier und Beerdigung von Siegfried Söllner entfällt die Spieltags-Pressekonferenz vor #TSGBMG https://t.co/p07QY37LyX,147,2021-12-17 10:48:46+00:00,Twitter Web App,5,174,0
"Rückhalt, Vize-Kapitän und ein wahnsinnig guter Torhüter! Happy Birthday, @YannSommer1 🥳💚

Lasst ihm ein paar Geburtstagsgrüße da 👇😍 https://t.co/adBCUg1z7T",612,2021-12-17 08:23:20+00:00,Twitter Web App,19,156,0
"Gemeinsam haben Borussia und @Porsche ein Zeichen der Solidarität gesetzt und 272 Kindern und Jugendlichen aus Flutgebieten mit den „Hochwasserhilfe Sommercamps“ eine unbeschwerte Zeit geschenkt.

Mehr dazu findet ihr hier 👇",75,2021-12-16 16:36:54+00:00,Twitter for Advertisers,4,224,0
"Schön von dir zu hören, @OWendt_17! 💚",105,2021-12-16 15:40:25+00:00,Twitter Web App,2,37,0
"""Ich bin froh, dass du derjenige bist, der meinen Rekord übernommen hat""

@OWendt_17 meldet sich aus Schweden mit einer Nachricht an @YannSommer1 💚🤝 https://t.co/4c6Ucv0lnQ",435,2021-12-16 15:40:23+00:00,Twitter Web App,9,172,0
"🎮 Im Rahmen des Borussia-Adventskalenders habt ihr jetzt die Gelegenheit gegen @BMG_Jeffryy &amp; @bmg_lefti von @borussia_esport anzutreten und exklusive Preise zu gewinnen. Viel Erfolg! 🤞 #beatthepro

Jetzt LIVE📺 https://t.co/GWwyqDhW3Z https://t.co/8ZHYOKiJku https://t.co/Cp7bBuEar1",29,2021-12-16 15:22:43+00:00,Twitter Web App,2,286,0
Auch für Borussias U23 steht am Samstag (14:00 Uhr) das letzte Spiel des Jahres an: Im Stadion an der Hammer Straße gastieren #dieFohlen beim @Preussen06.,46,2021-12-16 13:34:51+00:00,Twitter for Advertisers,2,154,1
"📄 Der Tag danach: Zum vierten Mal in Folge verloren, das Comeback von Christoph Kramer und die letzte Ehre für den verstorbenen Vizepräsidenten Siegfried Söllner – der Nachbericht zu #BMGSGE.",53,2021-12-16 11:45:21+00:00,Twitter for Advertisers,1,191,1
"🎙 Chris Kramer über die Leistung der Mannschaft, die aktuelle Phase der Fohlen und seine „Beobachterrolle“ in den zurückliegenden Wochen.

Zum Interview 👇",53,2021-12-16 10:55:44+00:00,Twitter for Advertisers,1,154,0
ℹ️ Für die beiden kommenden #Bundesliga-Auswärtsspiele der #FohlenElf bei der @tsghoffenheim sowie beim @FCBayern wird es kein Gäste-Kontingent geben können. https://t.co/k22mdxAZHb,56,2021-12-16 10:35:06+00:00,Facelift-Cloud,2,181,0
"Die Pressekonferenz nach #BMGSGE mit Eintracht-Coach Oliver Glasner und Borussia-Trainer Adi Hütter.

https://t.co/YxOX9N6lKb",32,2021-12-15 21:15:45+00:00,Twitter Web App,1,125,0
"🎙️ @MatzeGinter zu #BMGSGE.

Weitere Stimmen zum Spiel ⤵",52,2021-12-15 20:56:13+00:00,Twitter for Advertisers,2,56,0
"😔

#Bundesliga #BMGSGE https://t.co/oOc9jnJyAg",282,2021-12-15 19:25:55+00:00,Twitter Web App,13,46,0
"90': 4⃣ Minuten gibt es mindestens obendrauf.

#Bundesliga #BMGSGE 2:3",37,2021-12-15 19:20:22+00:00,Twitter Web App,1,70,1
"89': Letzter Wechsel bei Borussia:

↪️ Luca Netz
↩️ Keanan Bennetts

#Bundesliga #BMGSGE 2:3 https://t.co/vPy0dvAKqE",41,2021-12-15 19:19:24+00:00,Twitter Web App,2,116,1
"84': Kommt, Jungs! Dranbleiben! 🙏

#Bundesliga #BMGSGE 2:3 https://t.co/LonoJ2nBPJ",61,2021-12-15 19:13:19+00:00,Twitter Web App,3,82,1
"76': Nächster Wechsel beim VfL:

↩️ Joe Scally
↪️ Patrick Herrmann 

#Bundesliga #BMGSGE 2:3",38,2021-12-15 19:06:49+00:00,Twitter Web App,1,92,1
"70': Frankfurts Tuta sieht die Gelb-Rote Karte. 🟨🟥

#Bundesliga #BMGSGE",76,2021-12-15 19:01:14+00:00,Twitter Web App,2,71,1
"64': Doppelwechsel bei Borussia:   

↩️ Flo Neuhaus
↩️ Laci Bénes
↪️ Chris Kramer
↪️ @MarcusThuram 

#Bundesliga #BMGSGE 2:3 https://t.co/DX6PYvn5gU",46,2021-12-15 18:56:31+00:00,Twitter Web App,3,148,1
"62': Manu Koné zieht ein Foul und sieht dafür Gelb. 🟨 Für den Franzosen ist es die 5. Gelbe Karte, er ist damit im letzten Spiel des Jahres bei der TSG Hoffenheim gesperrt. 

#Bundesliga #BMGSGE 2:3",48,2021-12-15 18:53:06+00:00,Twitter Web App,2,198,1
"55': Frankfurt liegt wieder vorne. 😫

#Bundesliga #BMGSGE 2:3 https://t.co/eRMev1sP4U",82,2021-12-15 18:46:04+00:00,Twitter Web App,2,85,1
"54': Bensebaini trifft vom Punkt. 💪

#Bundesliga #BMGSGE 2:2 https://t.co/XX53jGueDg",93,2021-12-15 18:44:07+00:00,Twitter Web App,7,84,1
"53': Elfmeter für #dieFohlen!

#Bundesliga #BMGSGE 1:2",79,2021-12-15 18:42:16+00:00,Twitter Web App,1,54,1
"50': Lindström bringt die Gäste in Führung. 😒

#Bundesliga #BMGSGE 1:2",53,2021-12-15 18:41:21+00:00,Twitter Web App,3,70,1
"46': Weiter geht's! 

#Bundesliga #BMGSGE 1:1 https://t.co/Vz9IwF8x6U",50,2021-12-15 18:35:22+00:00,Twitter Web App,2,69,1
"Halbzeit im BORUSSIA-PARK! 

#Bundesliga #BMGSGE https://t.co/oUNipMw4dg",70,2021-12-15 18:22:41+00:00,Twitter Web App,2,72,0
"45': Borré macht den Ausgleich. 

#Bundesliga #BMGSGE 1:1",53,2021-12-15 18:18:35+00:00,Twitter Web App,2,57,1
"43' Embolo sieht nach einem Foul an Rode die Gelbe Karte. 🟨

#Bundesliga #BMGSGE 1:0 https://t.co/JYMra5VjWo",37,2021-12-15 18:16:14+00:00,Twitter Web App,2,108,0
"🖤🤍💚 VFL - VFL - VFL 🖤🤍💚

#Bundesliga #BMGSGE 1:0",128,2021-12-15 18:08:38+00:00,Twitter Web App,7,48,0
"26': Arrrrrghhh! Komm, Lasso, der Nächste sitzt. 🙏

#Bundesliga #BMGSGE 1:0",71,2021-12-15 17:58:11+00:00,Twitter Web App,1,75,1
"22': Nicht mit Ramy ☝️

#Bundesliga #BMGSGE 1:0 https://t.co/4VaK2jBDvb",69,2021-12-15 17:54:56+00:00,Twitter Web App,3,71,1
"19': Pleeee... nein! Aber die Richtung stimmt. Bitte weiter so, Fohlen! 🙏

#Bundesliga #BMGSGE 1:0",83,2021-12-15 17:52:06+00:00,Twitter Web App,2,98,1
"18': Whaaaaaat? 🤯

#Bundesliga #BMGSGE 1:0 https://t.co/LI1v0rUr9d",58,2021-12-15 17:50:22+00:00,Twitter Web App,3,66,1
"JAAAAAAAA! 💪

#Bundesliga #BMGSGE 1:0 https://t.co/ePgBT9lpKH",152,2021-12-15 17:47:22+00:00,Twitter Web App,3,61,0
"6': TOOOOOOOOOOOR!!! Und was für eins! Danke, Flo! 💚

#Bundesliga #BMGSGE 1:0 https://t.co/EnMAwvSYh7",182,2021-12-15 17:39:50+00:00,Twitter Web App,10,101,1
"In Gedenken an Borussias verstorbenen Vizepräsidenten Siegfried Söllner laufen #dieFohlen heute mit Trauerflor auf. Zudem gab es kurz vor dem Anpfiff von #BMGSGE eine Schweigeminute.

Borussia wird Siegfried Söllner immer ein würdiges Andenken bewahren. https://t.co/KhQAIKlRLp",130,2021-12-15 17:37:46+00:00,Twitter Web App,3,277,0
"1': Los geht's! ⚽️

#Bundesliga #BMGSGE 0:0 https://t.co/l7x61dInYk",69,2021-12-15 17:32:56+00:00,Twitter Web App,2,67,1
"How it started – how it’s going

Tom Gaal, der mit einer kleinen Unterbrechung seit 2010 bei Borussia ist, steht heute erstmals bei einem Pflichtspiel im Kader der #FohlenElf 😍

#Bundesliga #BMGSGE #FohlenStall https://t.co/s25pUB8kCT",188,2021-12-15 17:31:59+00:00,Twitter Web App,6,234,0
"📻 #BMGSGE könnt ihr natürlich auch wieder LIVE im @Bitburger #FohlenRadio verfolgen. Für euch heute am Mikro: @ti_ger88. 🙌 Schaltet ab 18:20 Uhr ein!

💻 https://t.co/NlfevkSEWr
📲 https://t.co/Muua60Yl3f https://t.co/y1AnjatwKH",40,2021-12-15 17:13:33+00:00,Twitter Web App,1,226,1
"Warm-up 💪🏼

#Bundesliga #BMGSGE https://t.co/uSVbyDIYBQ",57,2021-12-15 17:09:11+00:00,Twitter for iPhone,2,55,0
"🔜 #BMGSGE 

📺 LIVE bei @SkySportDE 
↪️ https://t.co/u6BNQHMj99
⚽️ #Bundesliga https://t.co/VdSHTU5Sx0",60,2021-12-15 16:50:12+00:00,Twitter for iPhone,2,101,0
"Mit dieser Elf starten die Gäste aus Frankfurt 👇

#Bundesliga #BMGSGE https://t.co/XAuhT5xA2m",38,2021-12-15 16:42:39+00:00,Twitter Web App,1,93,0
"Nico Elvedi fehlt aufgrund eines Magen-Darm-Infekts, Jonas Hofmann aufgrund eines arthroskopischen Eingriffs am Knie, @stindl28 ist gelbgesperrt.
Auch Jordan Beyer (Rehatraining), Mamadou Doucouré &amp; Tony Jantschke (beide Trainingsrückstand) stehen nicht zur Verfügung. #BMGSGE https://t.co/zaHvg8UOGH",61,2021-12-15 16:38:36+00:00,Twitter Web App,3,304,0
"🐎💚 Das ist die #FohlenElf für #BMGSGE 👇

#Bundesliga https://t.co/5E1bKdAb9u",205,2021-12-15 16:30:50+00:00,Twitter Web App,25,76,0
"Gleich gibt's die Aufstellung! 👀

#Bundesliga #BMGSGE https://t.co/PBHug0DE61",107,2021-12-15 16:16:04+00:00,Twitter Web App,2,77,0
"⏳ Noch 1⃣0⃣0⃣ Minuten bis zum letzten Heimspiel des Jahres! 🤩

#Bundesliga #BMGSGE https://t.co/Owkd5RlfHf",159,2021-12-15 15:51:50+00:00,Twitter Web App,3,106,0
Ein Hattrick zum Geburtstag 🤩 Borussia-Legende Allan Simonsen wird heute 69 Jahre alt. Herzlichen Glückwunsch! 💚 https://t.co/K6IGjApVau,202,2021-12-15 11:36:00+00:00,Twitter Web App,9,136,0
"Insgesamt sind #dieFohlen seit 6️⃣ Partien gegen die @Eintracht ungeschlagen.

Alle Zahlen, Infos und Fakten zu #BMGSGE ⤵️",71,2021-12-15 10:19:00+00:00,Twitter for Advertisers,1,122,0
"🏟 HEIMSPIELTAG 🏟

📍 BORUSSIA-PARK
⏰ 18:30 Uhr
📱 #BMGSGE https://t.co/b8qDtPtmji",169,2021-12-15 08:00:27+00:00,Facelift-Cloud,5,79,0
"🎙️ Was überreicht @HrKapellmeister Flo &amp; Chris als verfrühtes Weihnachtsgeschenk? Welche beiden ehemaligen Mitspieler vermisst Chris am meisten? Und wer gewinnt ""Fußballfloskel oder Fakt""?

All das erfahrt ihr in der neuen Folge ""@Unibet_DE #FohlenPodcast – Warm-up“. Hört rein! https://t.co/AP7HWyb7mx",40,2021-12-14 17:27:40+00:00,Twitter Web App,3,306,0
"Gemeinsam ins letzte Heimspiel des Jahres! #BMGSGE

Sei dabei 👉 https://t.co/h3swYADVmG https://t.co/rqr0tKq8wP",117,2021-12-14 17:15:40+00:00,Twitter Web App,2,111,0
"🆚 Der Gegner: @Eintracht 
🧮 Tabellenplatz: 9
📈 Formkurve: S N S
👤 Trainer: Oliver Glasner
🔢 System: 3-4-2-1
🔎 Im Fokus: Filip Kostic",55,2021-12-14 15:55:40+00:00,Twitter for Advertisers,1,132,1
"Gute Nachrichten aus dem Krankenhaus: Jonas Hofmann hat den Eingriff gut überstanden. Werd‘ schnell wieder gesund, Hoffi! 💚 https://t.co/a8Cg5FQYIF",665,2021-12-14 13:47:09+00:00,Twitter for iPhone,8,147,1
"Es gibt keine weiteren Fragen. Die Pressekonferenz vor dem Heimspiel gegen @Eintracht Frankfurt ist damit beendet. Die PK in voller Länge ansehen könnt ihr euch hier 👇 #BMGSGE
https://t.co/xFTgwiFvOO",18,2021-12-14 12:05:04+00:00,Twitter Web App,1,199,0
"Hütter: Chris Kramer hat signalisiert, dass er wieder topfit ist. In Leipzig war er zwar schon wieder im Kader, aber noch nicht wieder bei 100 Prozent. Mit seiner Erfahrung und seinen Qualitäten ist er unheimlich wichtig für die Mannschaft. Gut, dass er nun zurück ist. #BMGSGE",37,2021-12-14 12:03:08+00:00,Twitter Web App,1,277,1
"Hütter: Unsere oberste Aufgabe ist es, zu unseren Basics und Prinzipien zurückzukommen. Dann werden wir auch wieder besser verteidigen und vorne wieder zu unseren Chancen kommen. #BMGSGE",11,2021-12-14 12:00:27+00:00,Twitter Web App,1,186,1
"Hütter: Wichtig ist, dass meine Mannschaft 120 Kilometer laufen kann, wenn es das Spiel hergibt und erfordert. Es gibt aber auch Spiele, in denen das gar nicht möglich ist oder keinen Sinn macht. Es macht keinen Sinn vom Team zu fordern, in jedem Spiel 120 km zu laufen. #BMGSGE",10,2021-12-14 11:59:06+00:00,Twitter Web App,1,278,1
"Hütter: Aktuell sind wir nicht mutig genug, weil uns vielleicht teilweise auch das Selbstvertrauen fehlt. Wir müssen aber wieder dahinkommen, dass wir mutig agieren und unser Spiel durchziehen. Das muss unser Weg sein. #BMGSGE",8,2021-12-14 11:57:13+00:00,Twitter Web App,0,226,1
"Hütter: Gegen Freiburg haben wir zu viele Zweikämpfe verloren, dann kamen die Standardgegentore dazu. Wir müssen wieder in die Zweikämpfe kommen, die Jungs können es besser. Wir müssen uns wieder gegenseitig unterstützen und uns helfen. #BMGSGE",9,2021-12-14 11:54:53+00:00,Twitter Web App,0,244,1
"Hütter: Die Niederlage in Köln hat natürlich etwas mit uns gemacht. In den zurückliegenden drei Spielen haben wir viel zu viele Gegentore bekommen. Dennoch müssen wir wieder an unsere Stärken glauben, die wir ja auch schon gezeigt haben in dieser Saison. #BMGSGE",8,2021-12-14 11:52:44+00:00,Twitter Web App,0,262,1
"Hütter: Natürlich sind solche Phasen, wie die aktuelle, auch für einen Trainer nicht angenehm. Aber solche Phasen gehören im Fußball leider auch dazu. Als Trainer falle ich in einer solchen Phase aber nicht gleich um, sondern gehe vorneweg. #BMGSGE",15,2021-12-14 11:50:35+00:00,Twitter Web App,0,248,1
"Hütter: Der Eingriff bei Jonas Hofmann wurde bereits heute Morgen durchgeführt und ist gut verlaufen. Wir hoffen natürlich, dass er uns so schnell wie möglich wieder zur Verfügung steht. #BMGSGE",43,2021-12-14 11:48:18+00:00,Twitter Web App,1,194,1
"Hütter: Für jeden Trainer, der auf seinen ehemaligen Verein trifft, ist es etwas Besonderes und ein etwas emotionaleres Spiel als andere Spiele. Es geht aber nicht um mich. Wir sind uns unserer Situation bewusst und wollen dieses Spiel unbedingt gewinnen.   #BMGSGE",17,2021-12-14 11:47:15+00:00,Twitter Web App,1,265,1
"Hütter: Filip Kostic ist ein Spieler, der mit unheimlich viel Power agiert. Wir können deswegen aber nicht unser komplettes Spiel auf ihn ausrichten. Meine Mannschaft hat Qualität, wir wollen selbst aktiv sein und unser Spiel auf den Platz bringen. #BMGSGE",9,2021-12-14 11:45:20+00:00,Twitter Web App,1,256,1
"Hütter: Frankfurt hat zunächst etwas Zeit gebraucht, um sein Spiel zu finden. Seit Filip Kostic bei Frankfurt wieder über die Seite kommt, ist die Mannschaft offensiv wieder deutlich gefährlicher. Die Statistiken zeigen, wie offensivstark er ist. #BMGSGE",10,2021-12-14 11:42:47+00:00,Twitter Web App,1,254,1
"Hütter: Joe Scally spult seit Wochen ein enormes Programm ab. Dass er auch mal in eine Phase kommt, in der es für ihn schwieriger wird, war abzusehen. Er ist ein sehr junger Spieler. Nun gilt es für die älteren, erfahrenen Spieler ihn bestmöglich zu unterstützen. #BMGSGE https://t.co/MARkB3PVyq",36,2021-12-14 11:40:43+00:00,Twitter Web App,3,295,1
"Hütter: Gegen die @Eintracht wollen wir unser Spiel durchziehen, wir müssen einige Dinge wieder besser machen als zuletzt. Wir müssen konsequent verteidigen, aber auch mutig nach vorne spielen. Aber auch Frankfurt spielt einen sehr guten Fußball. #BMGSGE",14,2021-12-14 11:38:25+00:00,Twitter Web App,1,254,1
"Hütter: @stindl28 wird uns gegen die @Eintracht gelbgesperrt fehlen. Jonas Hofmann wird uns aufgrund seiner Verletzung fehlen. Der Ausfall der beiden ist natürlich sehr bitter für uns. Wir werden aber Lösungen finden, das zu kompensieren. #BMGSGE https://t.co/BetlNJBCMO",19,2021-12-14 11:37:07+00:00,Twitter Web App,0,270,1
Hütter: Jeder Einzelne muss sein Ego aktuell hinten anstellen. Es geht um die Sache. #BMGSGE,11,2021-12-14 11:34:54+00:00,Twitter Web App,0,92,1
"Hütter: Natürlich sind wir aktuell unglücklich mit der Situation. Nun gilt es daran zu arbeiten. Wir führen viele Gespräche. Ich finde es sehr wichtig, dass wir uns viel und ehrlich austauschen. In Leipzig haben mich vor allem die letzten beiden Gegentore gestört. #BMGSGE",7,2021-12-14 11:33:54+00:00,Twitter Web App,0,272,1
"Cheftrainer Adi Hütter hat auf dem Podium Platz genommen, die Pressekonferenz vor #BMGSGE beginnt.",9,2021-12-14 11:31:50+00:00,Twitter Web App,0,98,0
"🎙 Die Spieltags-PK vor dem Heimspiel gegen @Eintracht Frankfurt mit Adi Hütter. Los geht's um 12:30 Uhr. #BMGSGE
📺 Livestream: https://t.co/nkulSLRhGz
👇 Die wichtigsten Aussagen im Ticker https://t.co/8nS30mzEme",52,2021-12-14 11:10:00+00:00,Twitter Web App,1,211,1
"Schweizer „MVP des Jahres“ - Glückwunsch, @YannSommer1! 💚👏 https://t.co/kcTMnOukvy",251,2021-12-13 19:30:51+00:00,Twitter for iPhone,3,82,0
"Mach dich und deine Liebsten Borussia 💚
👉 https://t.co/IdS66NLgH6 https://t.co/6OlTCxcu0D",61,2021-12-13 17:00:00+00:00,Twitter Web App,3,89,0
Wie schon im Vorjahr unterstützen #dieFohlen und @MAN_Group in der Winterzeit den Verein „Wir für MG – Obdachlosenhilfe Mönchengladbach e.V.“ mit einem Kältebus.,107,2021-12-13 15:35:15+00:00,Twitter for Advertisers,6,161,0
"Jonas Hofmann wird sich am Dienstag einem nicht aufschiebbaren kleinen arthroskopischen Eingriff am Knie unterziehen. Er fehlt somit in den nächsten beiden Bundesligaspielen gegen @Eintracht sowie am Samstag bei der @tsghoffenheim.

Gute Besserung, Hoffi! 💚",195,2021-12-13 14:38:03+00:00,Twitter for Advertisers,3,257,0
"Alle Infos zu diesem Meilenstein für @YannSommer1 👇
https://t.co/t2omnOx7Od",24,2021-12-12 16:18:02+00:00,Twitter Web App,1,75,0
"3️⃣0️⃣5️⃣ x Borussia 🙌

Auch wenn es kein schöner Tag für einen Rekord war: Yann Sommer ist jetzt gemeinsam mit @OWendt_17 der ausländische Spieler mit den meisten Pflichtspiel- (305) und auch den meisten Bundesliga-Einsätzen (244) in Borussias Historie. https://t.co/uvd7nBqolZ",222,2021-12-12 16:00:09+00:00,Facelift-Cloud,5,278,1
"Große Enttäuschung, ein neuer Rekord-Ausländer und eine kurze Vorbereitung auf das nächste Heimspiel – alles Wichtige zu #RBLBMG 👇",82,2021-12-12 12:27:39+00:00,Twitter for Advertisers,1,130,0
"🎙 Nach dem 1:4 der Fohlen bei @RBLeipzig stellte sich @stindl28 den Fragen der Medienvertreter. Borussias Kapitän sprach dabei unter anderem über die Gründe für die Niederlage, die aktuelle sportliche Situation und die Mannschaft als solche. ⤵
#RBLBMG #Bundesliga",69,2021-12-12 10:13:11+00:00,Twitter for Advertisers,1,263,0
"🗣️ Das sagt Keeper @YannSommer1 zu #RBLBMG. 

Weitere Stimmen zum Spiel 👇",104,2021-12-11 17:50:26+00:00,Twitter for Advertisers,5,73,0
"😔😔😔
 
#Bundesliga #RBLBMG https://t.co/s43HKCRVWZ",326,2021-12-11 16:24:06+00:00,Twitter Web App,17,49,0
"90'+4: Leipzig erhöht. 

#Bundesliga #RBLBMG 4:1",94,2021-12-11 16:22:32+00:00,Twitter Web App,3,48,1
"90'+1: Nkunku stellt den alten Torabstand wieder her. 😩

#Bundesliga #RBLBMG 3:1",59,2021-12-11 16:20:47+00:00,Twitter Web App,2,80,1
"90': 4⃣ Minuten gibt es obendrauf.

#Bundesliga #RBLBMG 2:1 https://t.co/tannB0GF6c",34,2021-12-11 16:19:28+00:00,Twitter Web App,2,83,1
"88': Bensebaini macht per Seitfallzieher den Anschlusstreffer. 🙏

#Bundesliga #RBLBMG 2:1 https://t.co/OU93tGnUNP",94,2021-12-11 16:16:44+00:00,Twitter Web App,9,113,1
"82': Embolo nach Bénes-Freistoß mit Köpfchen. Aber Gulacsi hat wieder aufgepasst. 😕

#Bundesliga #RBLBMG 2:0 https://t.co/FqT2HCM6rs",40,2021-12-11 16:12:31+00:00,Twitter Web App,2,132,1
"77': #DieFohlen wechseln nochmal:

↩️ @stindl28 
↪️ @alassane_plea 

#Bundesliga #RBLBMG 2:0 https://t.co/XgkoIqGwyM",30,2021-12-11 16:05:27+00:00,Twitter Web App,2,116,1
"⌛️ Die letzte Viertelstunde läuft. 

#Bundesliga #RBLBMG 2:0",37,2021-12-11 16:03:23+00:00,Twitter Web App,2,60,0
"54': Borussia muss verletzungsbedingt wechseln:

↩️ Jonas Hofmann
↪️ László Bénes 

Gute Besserung, Hoffi! 🙏

#Bundesliga #RBLBMG 2:0 https://t.co/rioTHTz4xu",50,2021-12-11 15:44:52+00:00,Twitter Web App,4,157,1
"53': Stiiiiindl... aber Gulacsi ist da. 

#Bundesliga #RBLBMG 2:0",37,2021-12-11 15:43:10+00:00,Twitter Web App,1,65,1
"51': 🤯🤯🤯

#Bundesliga #RBLBMG 2:0",40,2021-12-11 15:40:46+00:00,Twitter Web App,2,33,1
"46': Weiter geht's. Kämpfen, Jungs! 🙏 

#Bundesliga #RBLBMG 2:0 https://t.co/qqciJXRE06",53,2021-12-11 15:33:19+00:00,Twitter Web App,2,87,1
